fecha_online,pais,conteo,conteo_MA,semana
34,Nicaragua,105,83.66666666666667,30 de agosto
34,Panamá,23,23.333333333333332,30 de agosto
34,Perú,2470,2277.0,30 de agosto
34,Paraguay,83,66.66666666666667,30 de agosto
34,El Salvador,345,330.6666666666667,30 de agosto
34,Uruguay,80,91.66666666666667,30 de agosto
34,Venezuela,1489,1371.0,30 de agosto
35,Argentina,3388,2755.0,6 de septiembre
35,Bolivia,98,124.33333333333333,6 de septiembre
35,Brasil,6192,6658.0,6 de septiembre
35,Chile,3115,2261.6666666666665,6 de septiembre
35,Colombia,11081,9268.333333333334,6 de septiembre
35,Costa Rica,148,110.33333333333333,6 de septiembre
35,Rep. Dominicana,120,92.33333333333333,6 de septiembre
35,Ecuador,164,172.33333333333334,6 de septiembre
35,Guatemala,570,492.0,6 de septiembre
